Review,Brand,Variety,Style,Country,Stars,TopTen
1386,Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,Japan,4.5,NA
1385,Takamori Kosan,Yaki-Udon Roast Soy Sauce,Pack,Japan,3.75,NA
1384,Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3,NA
1383,Takamori Kosan,Futomen Yakisoba,Pack,Japan,4.75,NA
1382,Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,NA
1381,Takamori Kosan,Curry Udon,Pack,Japan,5,NA
1380,Takamori Kosan,Chanpon,Pack,Japan,3.75,NA
1379,Takamori Kosan,Shio Yakisoba,Pack,Japan,4,NA
1378,Takamori Kosan,Yakisoba,Pack,Japan,5,NA
1377,Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,NA
1376,Takamori Kosan,Katsuo Dashi Udon,Pack,Japan,3.75,NA
1375,Takamori Kosan,Spaghetti Napolitan,Pack,Japan,4,NA
1374,Tokyo Noodle,Spicy Garlic Ramen,Pack,Japan,3.25,NA
1372,Samyang Foods,Nagasaki Jjamppong,Cup,South Korea,3.75,NA
1370,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,NA
1369,A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,NA
1366,Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25,NA
1364,Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,NA
1347,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4,NA
1346,Oyatsu,Baby Star Ramen Round Consomme Mini,Pack,Japan,3.75,NA
1345,Lotus Foods,Forbidden Rice Ramen,Pack,USA,2.25,NA
1344,Lotus Foods,Millet & Brown Rice Ramen,Pack,USA,4,NA
1343,Lotus Foods,Jade Pearl Rice Ramen,Pack,USA,3.25,NA
1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,NA
1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25,NA
1336,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,USA,3.75,NA
1335,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,USA,4,NA
1334,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75,NA
1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75,NA
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,NA
1330,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5,2014 #4
1328,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,NA
1327,Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3,NA
1324,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5,NA
1323,Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2,NA
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,NA
1321,Takamori Kosan,Fresh Chow Mein Noodles With Seasoning,Pack,Japan,3.75,NA
1320,Mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75,NA
1318,Nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4,NA
1317,Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5,NA
1316,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75,NA
1314,Paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5,NA
1312,Maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75,NA
1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3,NA
1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,NA
1308,Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5,2014 #9
1307,Nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75,NA
1305,A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75,NA
1302,Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5,2014 #10
1300,Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5,NA
1298,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4,NA
1296,Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,3.5,NA
1295,Wu-Mu,Steam Mushroom Flavor Ramen,Pack,Taiwan,3.25,NA
1294,Thai Choice,Instant Noodles Chicken Flavour,Cup,Thailand,3,NA
1290,Nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,South Korea,4.5,NA
1289,JML,Braised Beef Noodles,Pack,China,4,NA
1287,Kimura,Kumamoto Tonkotsu Ramen,Pack,Japan,5,NA
1284,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,USA,4.25,NA
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,NA
1281,Tokachimen Koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25,NA
1280,Deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,Taiwan,5,NA
1278,Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25,NA
1275,Wu-Mu,Ramen With Stewed Pork Flavor,Pack,Taiwan,4.5,NA
1274,Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75,NA
1272,Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,3.5,NA
1268,Wu-Mu,Dried Noodle With Jah Jan Sauce,Pack,Taiwan,3.25,NA
1263,Nissin,Cup Noodle Curry X Gunpla RX-78-2 Gundam,Cup,Japan,4.25,NA
1255,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,NA
1253,Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,USA,3.75,NA
1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,NA
1250,Samyang Foods,三養라면 (Samyang Ramyun) (South Korean Version),Bowl,South Korea,3.75,NA
1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,NA
1247,Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4,NA
1246,Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,USA,4,NA
1244,Unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,China,3.75,NA
1242,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,USA,4,NA
1241,Nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,Japan,3.75,NA
1238,Sapporo Ichiban,Sesame Ramen,Pack,Japan,5,NA
1237,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5,NA
1236,Emart,Dare You Habanero Ramyun,Cup,South Korea,3.25,NA
1231,A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75,NA
1229,Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,2.5,NA
1228,Maruchan,Seimen Japanese Instant Ramen Noodles Shio Aji,Pack,Japan,3.75,NA
1226,Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75,NA
1225,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75,NA
1224,HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4,NA
1220,Nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3,NA
1219,Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,3.5,NA
1218,Sau Tao,Ho Fan Beef Soup Flavored,Pack,China,3.75,NA
1213,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,NA
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,NA
1210,A-Sha Dry Noodle,Hell Spicy Mala,Pack,Taiwan,4,NA
1208,Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5,NA
1207,Nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,Japan,5,NA
1206,China Best,Frozen Satay Sauce Noodle,Pack,Taiwan,1,NA
1205,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5,NA
1202,Sugakiya Foods,Udon Miso Stew,Pack,Japan,3.25,NA
1201,A-Sha Dry Noodle,Instant Noodle Curry Flavour,Pack,Taiwan,4.25,NA
1200,Men-Sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75,NA
1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,NA
1198,Samyang Foods,Maesaengyitangmyun Baked Noodle,Pack,South Korea,5,2014 #5
1197,Nissin,Cup Noodle Chilli Tomato,Cup,Japan,4.5,NA
1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,USA,3.5,NA
1194,Paldo,Namja Ramyun (US Version),Bowl,South Korea,4,NA
1192,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,NA
1190,Sanrio,Hello Kitty Hakata Shoyutonkotsu Ramen,Bowl,Japan,3.75,NA
1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,NA
1188,Chencun,Braised Pork Ribs,Cup,China,3,NA
1187,Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5,NA
1184,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5,NA
1183,Paldo,Cheese Noodle,Pack,South Korea,5,2014 #6
1181,Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4,NA
1180,Wei Lih,What’s That? Leisure Meatballs Spicy Chicken Flavor,Pack,Taiwan,3.75,NA
1179,Myojo,Chukazanmai Guangdong Style Ramen,Pack,Japan,4.25,NA
1178,Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,USA,5,NA
1176,Maruchan,Old Style Shio Ramen,Pack,Japan,3.5,NA
1174,Itomen,Crab Flavor Instant Ramen,Pack,Japan,4,NA
1172,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,USA,2.75,NA
1170,Acecook,Jan Jan Yakisoba,Cup,Japan,3.75,NA
1168,Nissin,Donbei Curry Udon (West Japanese),Bowl,Japan,3.25,NA
1166,Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5,NA
1165,Nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,USA,3.75,NA
1163,Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,NA
1162,Nissin,Chanpon Ramen,Pack,Japan,4.75,NA
1160,Samyang Foods,Chacharoni,Pack,South Korea,3.75,NA
1159,Peyang,Yakisoba,Tray,Japan,5,NA
1155,Komforte Chockolates,Savory Ramen,Bar,USA,5,NA
1154,Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5,NA
1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,NA
1152,Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4,NA
1138,Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,NA
1136,Nissin,Yakisoba,Pack,Japan,5,NA
1134,Hi-Myon,Katsuo Udon,Pack,South Korea,4,NA
1131,Wei Lih,What’s That? Leisure Meatballs Chicken Flavor,Pack,Taiwan,3.75,NA
1130,Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1129,Oyatsu,Baby Star Ramen Round Chikinmini,Pack,Japan,3.5,NA
1125,Myojo,Japanese Style Noodles Shio Flavor,Pack,USA,5,NA
1124,Samyang Foods,Ganjjampong,Bowl,South Korea,4.25,NA
1123,Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25,NA
1122,Nagao Noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,Japan,4.25,NA
1121,Sau Tao,Oat Noodle Sesame Oil Flavored,Pack,China,3.75,NA
1117,Thai Pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,USA,4.25,NA
1116,Tokyo Noodle,Mini Instant Noodles Artificial Chicken Flavor,Pack,Japan,5,NA
1115,Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,USA,3.75,NA
1113,Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5,NA
1112,Mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,Thailand,3.75,NA
1111,Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,China,3.25,NA
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,NA
1108,Chencun,Spicy Beef,Cup,China,3.5,NA
1106,Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,NA
1105,Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5,NA
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,NA
1097,Amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75,NA
1096,Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5,NA
1095,Amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25,NA
1094,Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,NA
1093,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,NA
1092,Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5,NA
1091,Amianda,Homely Dried Noodles - Original Flavor,Pack,Taiwan,4,NA
1090,Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,NA
1089,Amianda,Hakka Flat Noodles - Fried Bean Sauce,Pack,Taiwan,4.25,NA
1088,Amianda,Tachia Dried Noodles - Peppery,Pack,Taiwan,3.75,NA
1083,Nissin,GooTa Demi Hamburg-Men,Cup,Japan,4.75,NA
1081,Deshome,Aloe Noodle Sesame Sauce,Pack,Taiwan,3.25,NA
1080,Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5,NA
1079,Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5,NA
1078,Deshome,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,Taiwan,3.75,NA
1077,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,NA
1076,Deshome,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Pack,Taiwan,3.75,NA
1075,Deshome,Aloe Noodle With Basil Sauce,Pack,Taiwan,5,NA
1074,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,NA
1073,Deshome,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75,NA
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,NA
1071,Nissin,Raoh Soy Sauce Taste,Pack,Japan,4,NA
1070,HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4,NA
1069,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,NA
1067,Nissin,Cup Noodle Red Shock,Cup,Japan,3.75,NA
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,USA,3.5,NA
1065,Tasty Bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,USA,4.25,NA
1064,Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,USA,4,NA
1063,Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,USA,3.75,NA
1062,Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,USA,3.75,NA
1061,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,USA,4,NA
1060,Star Anise Foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,USA,3.75,NA
1058,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4,NA
1057,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5,NA
1056,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5,NA
1055,A-Sha Dry Noodle,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,Taiwan,5,NA
1054,A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,NA
1053,A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4,NA
1052,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,Taiwan,4.25,NA
1051,Maruchan,Seimen Japanese Instant Ramen Noodles Soy Sauce Taste,Pack,Japan,3.75,NA
1048,Ottogi,Cheese Bokki,Cup,South Korea,3.5,NA
1047,New Touch,Yakisoba Noodle,Tray,Japan,4,NA
1046,Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,USA,4,NA
1045,Nissin,Chow Mein Chicken,Tray,USA,3.5,NA
1044,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,NA
1043,Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,NA
1042,Nongshim,Potato Pork Ramyun,Pack,China,5,NA
1039,Maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,USA,4.25,NA
1038,Itomen,Chanponmen,Pack,Japan,4.25,NA
1037,Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,NA
1036,Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,3.5,NA
1035,Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,3.5,NA
1033,Nissin,King Cup Noodle BBQ Chicken & Onion,Cup,Japan,3.75,NA
1032,Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,NA
1031,HoMyeonDang,Premium Noodle House Don Ramyun,Pack,South Korea,4,NA
1030,Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75,NA
1029,Samyang Foods,Nagasaki Crab Jjampong,Pack,South Korea,5,NA
1028,Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4,NA
1027,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,NA
1026,Samyang Foods,Bajirak Kalgugsu,Pack,South Korea,3.75,NA
1025,Samyang Foods,Hot Chacharoni,Pack,South Korea,3.75,NA
1024,HoMyeonDang,Premium Noodle House Tofu Fried Noodle,Pack,South Korea,3.5,NA
1023,Samyang Foods,Samyang Ramyun,Pack,South Korea,4.5,NA
1022,HoMyeonDang,Premuim Noodle House Crab Jjampong,Pack,South Korea,5,NA
1021,Samyang Foods,Beef Flavor Ramyun (SK Version),Pack,South Korea,4.25,NA
1020,Samyang Foods,Nagasaki Jjampong,Bowl,South Korea,4.75,NA
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,NA
1018,Samyang Foods,Ganjjampong,Pack,South Korea,4.25,NA
1017,Samyang Foods,Sutah (SK Version),Pack,South Korea,3.75,NA
1016,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1015,Tradition,Oriental Style Ramen Noodle Soup,Pack,USA,2.75,NA
1014,Nissin,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,Japan,4.25,NA
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,USA,4,NA
1010,Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China,3.75,NA
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,NA
1005,Four Seas,Chicken Flavour,Bowl,China,2.75,NA
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,NA
1003,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,USA,4.5,NA
1001,Paldo,ДОШИРАК (Dosirac) Beef Flavor,Pack,South Korea,3.5,NA
1000,Maruchan,Yakisoba Beef Taco Flavor,Tray,USA,4.25,NA
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,NA
997,Sakurai Foods,Miso Stew Instant Udon (Winter),Pack,Japan,4.25,NA
996,Maruchan,Bowl Chicken Flavor,Bowl,USA,4,NA
994,Wai Wai,Tom Yum Shrimp Flavour,Pack,Thailand,3.25,NA
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,USA,2.75,NA
989,GS25,Gonghwachun Jjamppong,Pack,South Korea,4,NA
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,NA
984,Sun Noodle,Ramen Shoyu Flavor,Tray,USA,5,NA
983,Sun Noodle,Tantanmen Spicy Sesame (Mild),Tray,USA,3.75,NA
982,Sun Noodle,Ramen Miso Flavor,Tray,USA,5,NA
981,S&S,Saimin,Pack,USA,4,NA
980,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,USA,4,NA
979,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,USA,4,NA
978,Sun Noodle,Ramen Pork Flavor,Tray,USA,5,NA
977,Sun Noodle,Yakisoba,Pack,USA,4.5,NA
976,Nissin,Donbei Tensoba,Bowl,Japan,4,NA
975,Ottogi,Spaghetti Ramen,Bowl,South Korea,4.5,NA
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,USA,4,NA
972,Springlife,Spinach With Organic Noodles,Pack,China,3,NA
971,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,USA,4.25,NA
970,Annie Chun's,Noodle Express Spicy Szechuan,Tray,USA,2,NA
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,USA,4,NA
968,Annie Chun's,Noodle Express Teriyaki,Tray,USA,3,NA
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,USA,4.5,NA
966,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,USA,4,NA
965,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,USA,3.75,NA
964,Nissin,Raoh Backfat Rich Soy Sauce Flavor,Bowl,Japan,5,NA
962,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,USA,4.25,NA
960,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,USA,3.25,NA
959,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,NA
958,Sakurai Foods,Soy Sauce Ramen,Bowl,Japan,4.25,NA
957,Sakurai Foods,100% Vegetarian Soy Sauce Flavor,Pack,Japan,4.25,NA
956,Sakurai Foods,Sesame Noodles,Pack,Japan,5,NA
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,NA
954,Sakurai Foods,ARCHE Naturküche Japanische Nudelsuppe,Pack,Japan,3.25,NA
953,Sakurai Foods,Soy Sauce Ramen,Pack,Japan,4.75,NA
950,Ottogi,Kiss Myon,Cup,South Korea,3.75,NA
947,Maruchan,Yakisoba Jalapeno Cheddar,Tray,USA,4,NA
946,Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,USA,1.75,NA
944,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,NA
942,Kamfen,E-men Lobster Soup,Pack,China,3.25,NA
940,Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5,NA
938,Maruchan,Yakisoba Four Cheese,Tray,USA,3.75,NA
937,Mama,Shrimp (TOM YUM),Pack,Thailand,3.75,NA
936,Yamachan,Mild Tonkotsu,Pack,USA,5,NA
935,Maruchan,Beef,Cup,USA,3.5,NA
934,Nongshim,Jinjja Jinjja Flamin' Hot & Nutty,Pack,USA,5,2013 #4
933,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,NA
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,NA
931,Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China,3.75,NA
930,Maruchan,35% Less Sodium Beef,Cup,USA,3.5,NA
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,NA
927,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75,NA
925,Emart,Dare You! Habanero Ramen,Pack,South Korea,3.75,NA
924,Maruchan,35% Less Sodium Chicken,Pack,USA,3.75,NA
922,Sunlee,Shitake Mushroom Vernicalli,Bowl,Thailand,1.25,NA
921,Ottogi,Jjajang Bokki,Bowl,South Korea,3.5,NA
920,Shirakiku,Hot & Spicy Udon,Pack,USA,3,NA
919,Maruchan,35% Less Sodium Beef,Pack,USA,3.5,NA
918,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5,NA
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,NA
915,Wai Wai,Casserole Beef Flavour,Pack,Thailand,3.5,NA
914,Nissin,Ramen Shop Sapporo Miso,Pack,Japan,4,NA
913,Nongshim,Spicy Shrimp Cup Ramyun,Cup,South Korea,4.25,NA
912,Maruchan,Instant Lunch Shrimp,Cup,USA,3.75,NA
911,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,USA,3.75,NA
910,Paldo,Namja Ramyun,Bowl,South Korea,4.25,"
"
908,Sapporo Ichiban,Original Flavor,Cup,USA,3.5,NA
907,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4,NA
905,Tradition,Vegetable Instant Noodle soup,Cup,USA,3.25,NA
904,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75,NA
903,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,3.5,NA
902,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,Thailand,3.25,NA
900,Maruchan,Instant Lunch Chicken,Cup,USA,3.5,NA
898,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5,NA
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,NA
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25,NA
889,Yamachan,Rich Shoyu Ramen,Pack,USA,4,NA
888,Yamachan,Nagasaki Sara Udon Chicken,Pack,USA,4.25,NA
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,USA,4,NA
886,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,USA,4.75,NA
885,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,USA,5,NA
884,Yamachan,Miso Ramen - Mild,Pack,USA,4,NA
883,Yamachan,Shio Ramen Seafood Mild,Pack,USA,4.5,NA
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25,NA
880,Golden Wheat,South Korean Style Seafood,Cup,China,2.75,NA
879,Song Hak,Rice Topokki,Bowl,South Korea,5,NA
878,Nissin,Top Ramen Short Cuts Lime Chili,Pack,USA,3.75,NA
877,Nongshim,Shin Bowl (New),Bowl,USA,4.25,NA
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5,NA
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5,NA
872,Nongshim,Chapagetti,Bowl,USA,5,NA
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,NA
868,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75,NA
866,Master Kong,Mianba,Pack,China,4,NA
